10000,0.001,1,0.001,0.2,-0.5,1,0,0,0.1,0,0.06338878,0.06338878,0.07192982,0.1982264,0.1982264,0.01,1,1,1,1,1,1
10000,0.001,1000,1,0.2,-0.5,1,0,0,0.1,0,0.02571862,0.02571862,0.02707549,0.2670937,0.2670937,0.01,1,1,1,1,1,1
10000,0.001,1,0.001,0.2,-0.5,1,0,0,0.2,0,0.1176529,0.1176529,0.1484806,0.0810639,0.0810639,0.005,1,1,1,1,1,1
10000,0.001,1000,1,0.2,-0.5,1,0,0,0.2,0,0.04877126,0.04877126,0.05375934,0.2477247,0.2477247,0.005,1,1,1,1,1,1
10000,0.001,1,0.001,0.2,-0.5,1,0,0,0.3,0,0.1390863,0.1390863,0.1828837,0.01485941,0.01485941,0.003333333,1,1,1,1,1,1
10000,0.001,1000,1,0.2,-0.5,1,0,0,0.3,0,0.06853254,0.06853254,0.07856278,0.2291673,0.2291673,0.003333333,1,1,1,1,1,1
10000,0.001,1,0.001,0.2,-0.5,1,0,0,0.4,0,0.1414575,0.1414575,0.1868398,0.006489471,0.006489471,0.0025,1,1,1,0.006489471,1,1
10000,0.001,1000,1,0.2,-0.5,1,0,0,0.4,0,0.08535201,0.08535201,0.101144,0.2115786,0.2115786,0.0025,1,1,1,1,1,1
10000,0.001,1,0.001,0.2,-0.5,1,0,0,0.5,0,0.1421218,0.1421218,0.1879536,0.004101217,0.004101217,0.002,1,1,1,0.004101217,1,1
10000,0.001,1000,1,0.2,-0.5,1,0,0,0.5,0,0.09957072,0.09957072,0.121326,0.1951088,0.1951088,0.002,1,1,1,1,1,1
10000,0.001,1,0.001,0.2,-0.5,1,0,0,0.6,0,0.1424284,0.1424284,0.1884684,0.002992381,0.002992381,0.001666667,1,1,1,0.002992381,1,1
10000,0.001,1000,1,0.2,-0.5,1,0,0,0.6,0,0.111525,0.111525,0.1390889,0.179874,0.179874,0.001666667,1,1,1,1,1,1
10000,0.001,1,0.001,0.2,-0.5,1,0,0,0.7,0,0.1426043,0.1426043,0.188764,0.002354271,0.002354271,0.001428571,1,1,1,0.002354271,1,1
10000,0.001,1000,1,0.2,-0.5,1,0,0,0.7,0,0.121541,0.121541,0.1545413,0.1659375,0.1659375,0.001428571,1,1,1,1,1,1
10000,0.001,1,0.001,0.2,-0.5,1,0,0,0.8,0,0.1427183,0.1427183,0.1889557,0.001940071,0.001940071,0.00125,1,1,1,0.001940071,1,1
10000,0.001,1000,1,0.2,-0.5,1,0,0,0.8,0,0.1299241,0.1299241,0.1678795,0.1533052,0.1533052,0.00125,1,1,1,1,1,1
10000,0.001,1,0.001,0.2,-0.5,1,0,0,0.9,0,0.1427981,0.1427981,0.1890899,0.001649649,0.001649649,0.001111111,1,1,1,0.001649649,1,1
10000,0.001,1000,1,0.2,-0.5,1,0,0,0.9,0,0.1369497,0.1369497,0.1793448,0.1419327,0.1419327,0.001111111,1,1,1,1,1,1
10000,0.001,1,0.001,0.4,-0.5,1,0,0,0.1,0,0.05138835,0.05138835,0.05693969,0.4059414,0.4059414,0.01,1,1,1,1,1,1
10000,0.001,1000,1,0.4,-0.5,1,0,0,0.1,0,0.04112521,0.04112521,0.04464638,0.4200841,0.4200841,0.01,1,1,1,1,1,1
10000,0.001,1,0.001,0.4,-0.5,1,0,0,0.2,0,0.09871092,0.09871092,0.1200767,0.3572442,0.3572442,0.005,1,1,1,1,1,1
10000,0.001,1000,1,0.4,-0.5,1,0,0,0.2,0,0.07875256,0.07875256,0.09211916,0.3923239,0.3923239,0.005,1,1,1,1,1,1
10000,0.001,1,0.001,0.4,-0.5,1,0,0,0.3,0,0.1414186,0.1414186,0.1867747,0.2935666,0.2935666,0.003333333,1,1,1,1,1,1
10000,0.001,1000,1,0.4,-0.5,1,0,0,0.3,0,0.112142,0.112142,0.1400256,0.3614821,0.3614821,0.003333333,1,1,1,1,1,1
10000,0.001,1,0.001,0.4,-0.5,1,0,0,0.4,0,0.1798968,0.1798968,0.2551973,0.2025218,0.2025218,0.0025,1,1,1,1,1,1
10000,0.001,1000,1,0.4,-0.5,1,0,0,0.4,0,0.1413137,0.1413137,0.1865991,0.3268038,0.3268038,0.0025,1,1,1,1,1,1
10000,0.001,1,0.001,0.4,-0.5,1,0,0,0.5,0,0.2120844,0.2120844,0.3185451,0.068027,0.068027,0.002,1,1,1,1,1,1
10000,0.001,1000,1,0.4,-0.5,1,0,0,0.5,0,0.16602,0.16602,0.2295995,0.2880818,0.2880818,0.002,1,1,1,1,1,1
10000,0.001,1,0.001,0.4,-0.5,1,0,0,0.6,0,0.2208969,0.2208969,0.3368374,0.01178689,0.01178689,0.001666667,1,1,1,1,1,1
10000,0.001,1000,1,0.4,-0.5,1,0,0,0.6,0,0.1858407,0.1858407,0.2664795,0.2466667,0.2466667,0.001666667,1,1,1,1,1,1
10000,0.001,1,0.001,0.4,-0.5,1,0,0,0.7,0,0.2217488,0.2217488,0.3386267,0.005648648,0.005648648,0.001428571,1,1,1,0.005648648,1,1
10000,0.001,1000,1,0.4,-0.5,1,0,0,0.7,0,0.2005884,0.2005884,0.2952892,0.2061012,0.2061012,0.001428571,1,1,1,1,1,1
10000,0.001,1,0.001,0.4,-0.5,1,0,0,0.8,0,0.2220164,0.2220164,0.3391894,0.003691849,0.003691849,0.00125,1,1,1,0.003691849,1,1
10000,0.001,1000,1,0.4,-0.5,1,0,0,0.8,0,0.2108034,0.2108034,0.3159194,0.170496,0.170496,0.00125,1,1,1,1,1,1
10000,0.001,1,0.001,0.4,-0.5,1,0,0,0.9,0,0.2221459,0.2221459,0.3394621,0.002739063,0.002739063,0.001111111,1,1,1,0.002739063,1,1
10000,0.001,1000,1,0.4,-0.5,1,0,0,0.9,0,0.2176312,0.2176312,0.3300121,0.1418349,0.1418349,0.001111111,1,1,1,1,1,1
10000,0.001,1,0.001,0.47,-0.5,1,0,0,0.1,0,0.04799265,0.04799265,0.0528192,0.455795,0.455795,0.01,1,1,1,1,1,1
10000,0.001,1000,1,0.47,-0.5,1,0,0,0.1,0,0.04511289,0.04511289,0.04936604,0.4594471,0.4594471,0.01,1,1,1,1,1,1
10000,0.001,1,0.001,0.47,-0.5,1,0,0,0.2,0,0.09244406,0.09244406,0.1110835,0.4208426,0.4208426,0.005,1,1,1,1,1,1
10000,0.001,1000,1,0.47,-0.5,1,0,0,0.2,0,0.08680374,0.08680374,0.1031582,0.4298752,0.4298752,0.005,1,1,1,1,1,1
10000,0.001,1,0.001,0.47,-0.5,1,0,0,0.3,0,0.1328935,0.1328935,0.1726934,0.3774309,0.3774309,0.003333333,1,1,1,1,1,1
10000,0.001,1000,1,0.47,-0.5,1,0,0,0.3,0,0.1244959,0.1244959,0.1592006,0.394964,0.394964,0.003333333,1,1,1,1,1,1
10000,0.001,1,0.001,0.47,-0.5,1,0,0,0.4,0,0.1698145,0.1698145,0.2364957,0.3190482,0.3190482,0.0025,1,1,1,1,1,1
10000,0.001,1000,1,0.47,-0.5,1,0,0,0.4,0,0.1583718,0.1583718,0.2159361,0.3517141,0.3517141,0.0025,1,1,1,1,1,1
10000,0.001,1,0.001,0.47,-0.5,1,0,0,0.5,0,0.2034853,0.2034853,0.3010841,0.2313335,0.2313335,0.002,1,1,1,1,1,1
10000,0.001,1000,1,0.47,-0.5,1,0,0,0.5,0,0.1881496,0.1881496,0.2709131,0.2957545,0.2957545,0.002,1,1,1,1,1,1
10000,0.001,1,0.001,0.47,-0.5,1,0,0,0.6,0,0.2326244,0.2326244,0.3617914,0.08554135,0.08554135,0.001666667,1,1,1,1,1,1
10000,0.001,1000,1,0.47,-0.5,1,0,0,0.6,0,0.212461,0.212461,0.3193187,0.224282,0.224282,0.001666667,1,1,1,1,1,1
10000,0.001,1,0.001,0.47,-0.5,1,0,0,0.7,0,0.2413066,0.2413066,0.3807031,0.01228219,0.01228219,0.001428571,1,1,1,1,1,1
10000,0.001,1000,1,0.47,-0.5,1,0,0,0.7,0,0.228606,0.228606,0.3531634,0.1501629,0.1501629,0.001428571,1,1,1,1,1,1
10000,0.001,1,0.001,0.47,-0.5,1,0,0,0.8,0,0.2419757,0.2419757,0.3821757,0.005639551,0.005639551,0.00125,1,1,1,0.005639551,1,1
10000,0.001,1000,1,0.47,-0.5,1,0,0,0.8,0,0.236626,0.236626,0.3704622,0.09865768,0.09865768,0.00125,1,1,1,1,1,1
10000,0.001,1,0.001,0.47,-0.5,1,0,0,0.9,0,0.2421739,0.2421739,0.3826123,0.00363931,0.00363931,0.001111111,1,1,1,0.00363931,1,1
10000,0.001,1000,1,0.47,-0.5,1,0,0,0.9,0,0.2403339,0.2403339,0.3785662,0.06980718,0.06980718,0.001111111,1,1,1,1,1,1
