5000,0.001,1,0.001,0.05,-0.5,0.1,0,0,0.1,0,0.07362247,0.0746406,0.08518276,0.01,1,1,1,1,1,1
5000,0.001,1000,1,0.05,-0.5,0.1,0,0,0.1,0,0.008680795,0.008695761,0.09827791,0.01,1,1,1,1,0.008767018,0.00875159
5000,0.001,1,0.001,0.05,-0.5,0.15,0,0,0.1,0,0.07271012,0.07421119,0.0778742,0.01,1,1,1,1,1,1
5000,0.001,1000,1,0.05,-0.5,0.15,0,0,0.1,0,0.008606605,0.008628693,0.09743656,0.01,1,1,1,1,0.008695055,0.008672428
5000,0.001,1,0.001,0.05,-0.5,0.2,0,0,0.1,0,0.07163258,0.07359012,0.07071034,0.01,1,1,1,1,1,1
5000,0.001,1000,1,0.05,-0.5,0.2,0,0,0.1,0,0.008533403,0.00856238,0.09660804,0.01,1,1,1,1,0.008624145,0.008594567
5000,0.001,1,0.001,0.05,-0.5,0.25,0,0,0.1,0,0.07035768,0.07273644,0.063771,0.01,1,1,1,1,1,1
5000,0.001,1000,1,0.05,-0.5,0.25,0,0,0.1,0,0.008461175,0.008496818,0.09579214,0.01,1,1,1,1,0.008554268,0.008517976
5000,0.001,1,0.001,0.05,-0.5,0.3,0,0,0.1,0,0.06885326,0.07160784,0.05715411,0.01,1,1,1,1,1,1
5000,0.001,1000,1,0.05,-0.5,0.3,0,0,0.1,0,0.00838991,0.008432,0.09498864,0.01,1,1,1,1,0.008485403,0.008442626
5000,0.001,1,0.001,0.05,-0.5,0.35,0,0,0.1,0,0.06709386,0.07016826,0.050971,0.01,1,1,1,1,1,1
5000,0.001,1000,1,0.05,-0.5,0.35,0,0,0.1,0,0.008319593,0.00836792,0.09419735,0.01,1,1,1,1,0.008417529,0.008368487
5000,0.001,1,0.001,0.05,-0.5,0.4,0,0,0.1,0,0.06507073,0.06839969,0.04533367,0.01,1,1,1,1,1,1
5000,0.001,1000,1,0.05,-0.5,0.4,0,0,0.1,0,0.008250213,0.008304573,0.09341804,0.01,1,1,1,1,0.00835063,0.008295534
5000,0.001,1,0.001,0.05,-0.5,0.45,0,0,0.1,0,0.06280209,0.06631494,0.04033364,0.01,1,1,1,1,1,1
5000,0.001,1000,1,0.05,-0.5,0.45,0,0,0.1,0,0.008181757,0.008241951,0.09265052,0.01,1,1,1,1,0.008284681,0.008223737
5000,0.001,1,0.001,0.05,-0.5,0.5,0,0,0.1,0,0.06033735,0.0639639,0.03601957,0.01,1,1,1,1,1,1
